sex,age,ihd,stroke,diabetes,cancerBreast,cancerColorectum,cancerLung,cancerStomach,cancerLiver,cancerKidney,cancerPancreas,cirrhosis
female,53,0.017313368,0.014360482,0.003282016,0.013591518,0.032628603,0.17167397,0.00269435,0.054796947,0.019446613,0.049674978,0.036904005
female,54,0.016880194,0.014487072,0.003586069,0.013375652,0.031785175,0.179407214,0.002694166,0.060423738,0.024138578,0.065691259,0.03724173
female,55,0.016130336,0.014601811,0.003909115,0.013154026,0.031517446,0.186923473,0.002706807,0.067092055,0.029027236,0.083740051,0.037439923
female,56,0.015293652,0.01471974,0.004248107,0.012928268,0.031673145,0.193846487,0.002739632,0.075013582,0.03386393,0.103512563,0.03752683
female,57,0.0146,0.0148559,0.0046,0.0127,0.0321,0.1998,0.0028,0.0844,0.0384,0.1247,0.0375307
female,58,0.01423026,0.015023688,0.004961378,0.012472625,0.032663564,0.204505704,0.002892289,0.095322077,0.042431045,0.146963544,0.037476319
female,59,0.0141694,0.015229921,0.005327339,0.012256653,0.033300679,0.208077102,0.003008956,0.107286921,0.045929689,0.16984427,0.037374628
female,60,0.01435341,0.01547977,0.005692612,0.012064367,0.033966013,0.210725648,0.003139479,0.119660726,0.048912809,0.192853223,0.037233108
female,61,0.01471828,0.015778405,0.006051923,0.011908054,0.034614231,0.212662796,0.003273335,0.131809688,0.051397287,0.21550145,0.037059238
female,62,0.0152,0.016131,0.0064,0.0118,0.0352,0.2141,0.0034,0.1431,0.0534,0.2373,0.0368605
female,63,0.015746392,0.016543345,0.006733272,0.011749981,0.035690742,0.215232013,0.003511694,0.153099547,0.054953206,0.257922845,0.036644648
female,64,0.016352605,0.017023714,0.007054974,0.011757738,0.036104907,0.216186778,0.003611608,0.16218298,0.056150668,0.277695663,0.03642054
female,65,0.017025623,0.017581,0.007370039,0.011820505,0.036473701,0.217075537,0.003705675,0.170926639,0.057101527,0.297107059,0.036197308
female,66,0.017772427,0.018224098,0.007683403,0.011935515,0.03682833,0.21800953,0.003799828,0.179906865,0.057914924,0.316645636,0.035984084
female,67,0.0186,0.0189619,0.008,0.0121,0.0372,0.2191,0.0039,0.1897,0.0587,0.3368,0.03579
female,68,0.019514573,0.019807101,0.008341532,0.012312252,0.037619067,0.220410244,0.004011334,0.200754134,0.059552932,0.357904276,0.035624786
female,69,0.020519379,0.020787595,0.008796766,0.012574795,0.038112491,0.221811785,0.004135812,0.213004359,0.06051804,0.379674679,0.035500562
female,70,0.021616897,0.02193508,0.009471233,0.012891212,0.038706382,0.223128205,0.004274621,0.226257517,0.061626683,0.401672943,0.035430045
female,71,0.022809611,0.023281249,0.010470467,0.013265086,0.039426848,0.224183083,0.004428954,0.24032045,0.062910217,0.423460805,0.035425952
female,72,0.0241,0.0248578,0.0119,0.0137,0.0403,0.2248,0.0046,0.255,0.0644,0.4446,0.035501
female,73,0.025488915,0.026699484,0.013853398,0.014198613,0.041341788,0.224815813,0.004786968,0.270075917,0.066115868,0.46470645,0.035667699
female,74,0.026970681,0.02885328,0.016376363,0.014759884,0.042527527,0.224120482,0.004981146,0.285219584,0.068031572,0.483612821,0.035937727
female,75,0.028537988,0.031369225,0.019502628,0.015381848,0.043822372,0.222617244,0.005171839,0.300075293,0.070109342,0.501205968,0.036322555
female,76,0.03018353,0.034297353,0.023265929,0.016062542,0.045191478,0.220209338,0.005348355,0.314287335,0.072311408,0.517372743,0.036833656
female,77,0.0319,0.0376877,0.0277,0.0168,0.0466,0.2168,0.0055,0.3275,0.0746,0.532,0.0374825
female,78,0.033685765,0.041576465,0.032812875,0.017586098,0.048006579,0.212344906,0.005616793,0.339480598,0.076931597,0.545137125,0.038277557
female,79,0.035561899,0.045944496,0.038509783,0.018388071,0.0493438,0.207009488,0.005691605,0.350488503,0.079239674,0.557483636,0.039215292
female,80,0.03755515,0.050758805,0.044670254,0.019166995,0.05053773,0.201011618,0.005718021,0.36090611,0.081451951,0.569901585,0.040289169
female,81,0.039692268,0.055986402,0.051173817,0.019883946,0.051514441,0.194569165,0.005689625,0.371115812,0.083496152,0.583253023,0.04149265
female,82,0.042,0.0615943,0.0579,0.0205,0.0522,0.1879,0.0056,0.3815,0.0853,0.5984,0.0428192
female,83,0.044527223,0.067514055,0.064759903,0.020984197,0.052540694,0.181183763,0.00544666,0.392336893,0.086810543,0.61595225,0.044256356
female,84,0.047411323,0.073535413,0.071790906,0.021337434,0.052563674,0.174447165,0.005242833,0.403488002,0.088052134,0.635510233,0.045767954
female,85,0.05081181,0.079412662,0.079061956,0.021568573,0.052316306,0.167678685,0.005005676,0.414710665,0.089068454,0.656422092,0.047311904
female,86,0.054888199,0.084900094,0.086642005,0.021686474,0.051845959,0.160866804,0.004752346,0.425762219,0.089903183,0.678035966,0.048846116
female,87,0.0598,0.089752,0.0946,0.0217,0.0512,0.154,0.0045,0.4364,0.0906,0.6997,0.0503285
female,88,0.065595741,0.0937752,0.102944312,0.021621114,0.050427445,0.147114442,0.004262967,0.446459032,0.091195832,0.720925874,0.051724979
female,89,0.07188001,0.096986637,0.111440994,0.021474193,0.049583906,0.140437053,0.004044262,0.456085088,0.09170059,0.74187943,0.05303353
female,90,0.078146408,0.099455784,0.119795521,0.021286714,0.048726645,0.134242442,0.003844074,0.465501628,0.092117432,0.762890049,0.054260141
female,91,0.083888537,0.101252114,0.127713365,0.021086157,0.047912922,0.128805221,0.003662591,0.474932112,0.092449516,0.784287112,0.055410801
female,92,0.0886,0.1024451,0.1349,0.0209,0.0472,0.1244,0.0035,0.4846,0.0927,0.8064,0.0564915
female,93,0.091896211,0.103108993,0.141120448,0.020749746,0.046630327,0.121212067,0.003355874,0.494626179,0.09287413,0.829349054,0.057506006
female,94,0.093879837,0.103337158,0.146377916,0.020632994,0.046187102,0.119069423,0.003227319,0.504721246,0.092985507,0.852418447,0.058449209
female,95,0.094775358,0.103227736,0.150735161,0.02054137,0.045838714,0.117710745,0.003110828,0.514493222,0.093049819,0.874683314,0.059313779
female,96,0.094807252,0.102878869,0.154254937,0.020466497,0.045553551,0.116874712,0.003002891,0.523550133,0.093082754,0.895218787,0.060092386
female,97,0.0942,0.1023887,0.157,0.0204,0.0453,0.1163,0.0029,0.5315,0.0931,0.9131,0.0607777
female,98,0.093163704,0.101841411,0.159062199,0.0204,0.0453,0.1163,0.0029,0.5315,0.0931,0.9131,0.061369202
female,99,0.091850963,0.101265349,0.160649759,0.0204,0.0453,0.1163,0.0029,0.5315,0.0931,0.9131,0.061893622
female,100,0.0904,0.1006749,0.162,0.0204,0.0453,0.1163,0.0029,0.5315,0.0931,0.9131,0.0623845
