sex,age,ihd,stroke,diabetes,cancerBreast,cancerColorectum,cancerLung,cancerStomach,cirrhosis,cancerLiver,cancerKidney,cancerPancreas,genPop
male,54,0.062240488,0.104944606,0.082712939,0,0.048873717,0.095560865,0.031327607,0.040905481,0.066063048,0.058621003,0.070538316,0.123657234
male,55,0.063281177,0.108576766,0.079356593,0,0.048873717,0.095560865,0.031327607,0.039574964,0.066063048,0.058621003,0.070538316,0.126361514
male,56,0.064275546,0.112549527,0.076092089,0,0.048873717,0.095560865,0.031327607,0.038142777,0.066063048,0.058621003,0.070538316,0.129158268
male,57,0.065144684,0.116079463,0.072987861,0,0.048873717,0.095560865,0.031327607,0.036675298,0.066063048,0.058621003,0.070538316,0.132048252
male,58,0.06584864,0.118559625,0.070097321,0,0.048873717,0.095560865,0.031327607,0.035223977,0.066063048,0.058621003,0.070538316,0.135034882
male,59,0.066503304,0.120088983,0.067413784,0,0.048873717,0.095560865,0.031327607,0.033780552,0.066063048,0.058621003,0.070538316,0.138132206
male,60,0.067263523,0.120942984,0.064915544,0,0.048873717,0.095560865,0.031327607,0.032321831,0.066063048,0.058621003,0.070538316,0.141356929
male,61,0.068284147,0.121397076,0.062580893,0,0.048873717,0.095560865,0.031327607,0.030824625,0.066063048,0.058621003,0.070538316,0.144725758
male,62,0.069720026,0.121726706,0.060388123,0,0.048873717,0.095560865,0.031327607,0.029265743,0.066063048,0.058621003,0.070538316,0.148255399
male,63,0.071668329,0.12213778,0.058319984,0,0.048873717,0.095560865,0.031327607,0.027633126,0.066063048,0.058621003,0.070538316,0.151956877
male,64,0.073995511,0.122558036,0.05637706,0,0.048873717,0.095560865,0.031327607,0.025959245,0.066063048,0.058621003,0.070538316,0.155818503
male,65,0.076510345,0.122845672,0.054564392,0,0.048873717,0.095560865,0.031327607,0.024287703,0.066063048,0.058621003,0.070538316,0.159822907
male,66,0.079021605,0.122858882,0.052887022,0,0.048873717,0.095560865,0.031327607,0.022662102,0.066063048,0.058621003,0.070538316,0.163952718
male,67,0.081338067,0.122455864,0.051349991,0,0.048873717,0.095560865,0.031327607,0.021126045,0.066063048,0.058621003,0.070538316,0.168190568
male,68,0.083307085,0.121546275,0.049956681,0,0.048873717,0.095560865,0.031327607,0.01970992,0.066063048,0.058621003,0.070538316,0.172530982
male,69,0.084930338,0.120245618,0.048703828,0,0.048873717,0.095560865,0.031327607,0.01839126,0.066063048,0.058621003,0.070538316,0.177016066
male,70,0.086248086,0.118720858,0.047586507,0,0.048873717,0.095560865,0.031327607,0.017134383,0.066063048,0.058621003,0.070538316,0.181699825
male,71,0.087300589,0.117138958,0.046599793,0,0.048873717,0.095560865,0.031327607,0.015903607,0.066063048,0.058621003,0.070538316,0.18663626
male,72,0.088128107,0.115666884,0.045738763,0,0.048873717,0.095560865,0.031327607,0.014663252,0.066063048,0.058621003,0.070538316,0.191879375
male,73,0.088770571,0.114416842,0.044997182,0,0.048873717,0.095560865,0.031327607,0.013392919,0.066063048,0.058621003,0.070538316,0.197473042
male,74,0.089266605,0.113282005,0.04436357,0,0.048873717,0.095560865,0.031327607,0.012133355,0.066063048,0.058621003,0.070538316,0.203420607
male,75,0.089654506,0.112100789,0.043825138,0,0.048873717,0.095560865,0.031327607,0.010940591,0.066063048,0.058621003,0.070538316,0.209715289
male,76,0.089972567,0.11071161,0.043369097,0,0.048873717,0.095560865,0.031327607,0.009870655,0.066063048,0.058621003,0.070538316,0.216350304
male,77,0.090259086,0.108952883,0.042982657,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.223318869
male,78,0.090545862,0.106698807,0.042654214,0,0.048873717,0.095560865,0.031327607,0.008310142,0.066063048,0.058621003,0.070538316,0.230609884
male,79,0.090838715,0.103966713,0.042376902,0,0.048873717,0.095560865,0.031327607,0.007852106,0.066063048,0.058621003,0.070538316,0.23819499
male,80,0.091136971,0.100809712,0.042145039,0,0.048873717,0.095560865,0.031327607,0.007581982,0.066063048,0.058621003,0.070538316,0.246041509
male,81,0.091439954,0.09728092,0.041952944,0,0.048873717,0.095560865,0.031327607,0.007476281,0.066063048,0.058621003,0.070538316,0.254116765
male,82,0.091746989,0.093433448,0.041794937,0,0.048873717,0.095560865,0.031327607,0.007511515,0.066063048,0.058621003,0.070538316,0.262388081
male,83,0.0920574,0.08932041,0.041665335,0,0.048873717,0.095560865,0.031327607,0.007664193,0.066063048,0.058621003,0.070538316,0.27082278
male,84,0.092370512,0.084994919,0.041558458,0,0.048873717,0.095560865,0.031327607,0.007910829,0.066063048,0.058621003,0.070538316,0.279388185
male,85,0.09268565,0.080510089,0.041468625,0,0.048873717,0.095560865,0.031327607,0.008227931,0.066063048,0.058621003,0.070538316,0.288051621
male,86,0.093002139,0.075919032,0.041390154,0,0.048873717,0.095560865,0.031327607,0.008592011,0.066063048,0.058621003,0.070538316,0.29678041
male,87,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,88,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,89,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,90,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,91,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,92,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,93,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,94,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,95,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,96,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,97,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,98,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,99,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
male,100,0.093319303,0.071274862,0.041317365,0,0.048873717,0.095560865,0.031327607,0.00897958,0.066063048,0.058621003,0.070538316,0.305541875
female,0,0.078615763,0.062248685,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.016313671
female,1,0.078615763,0.062248691,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.015538625
female,2,0.078615763,0.062248685,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.015676332
female,3,0.078615763,0.062248661,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.01741193
female,4,0.078615763,0.06224863,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.0205201
female,5,0.078615763,0.062248612,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.024547912
female,6,0.078615763,0.062248625,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.029042431
female,7,0.078615763,0.062248685,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.033550727
female,8,0.078615763,0.0622488,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.037714159
female,9,0.078615763,0.062248918,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.041551265
female,10,0.078615763,0.06224898,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.045174875
female,11,0.078615763,0.062248923,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.04869782
female,12,0.078615763,0.062248685,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.052232929
female,13,0.078615763,0.062248254,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.055864768
female,14,0.078615763,0.062247809,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.059564838
female,15,0.078615763,0.062247579,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.063276378
female,16,0.078615763,0.062247795,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.066942624
female,17,0.078615763,0.062248685,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.070506814
female,18,0.078615763,0.062250298,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.073917689
female,19,0.078615763,0.06225196,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.077146007
female,20,0.078615763,0.062252815,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.080168032
female,21,0.078615763,0.062252008,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.082960027
female,22,0.078615763,0.062248685,0.055250418,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.085498256
female,23,0.078615763,0.062242665,0.058177128,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.087779114
female,24,0.078615763,0.062236464,0.061034919,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.089879532
female,25,0.078615763,0.062233273,0.063754872,0.031118294,0.044685905,0.057345927,0.022019922,0.008110861,0.030826673,0.058910563,0.081881313,0.091896575
female,26,0.078615763,0.062236284,0.066268067,0.031118294,0.044685905,0.057345927,0.022019922,0.008433106,0.030826673,0.058910563,0.081881313,0.093927308
female,27,0.078615763,0.062248685,0.068505584,0.031118294,0.044685905,0.057345927,0.022019922,0.008843686,0.030826673,0.058910563,0.081881313,0.096068794
female,28,0.078615763,0.062271153,0.070392953,0.031118294,0.044685905,0.057345927,0.022019922,0.009348326,0.030826673,0.058910563,0.081881313,0.098380327
female,29,0.078615763,0.062294296,0.071833487,0.031118294,0.044685905,0.057345927,0.022019922,0.009942021,0.030826673,0.058910563,0.081881313,0.100770112
female,30,0.078615763,0.062306204,0.072724948,0.031118294,0.044685905,0.057345927,0.022019922,0.010617084,0.030826673,0.058910563,0.081881313,0.103108585
female,31,0.078615763,0.06229497,0.072965098,0.031118294,0.044685905,0.057345927,0.022019922,0.011365828,0.030826673,0.058910563,0.081881313,0.105266181
female,32,0.078615763,0.062248685,0.072451699,0.031118294,0.044685905,0.057345927,0.022019922,0.012180563,0.030826673,0.058910563,0.081881313,0.107113334
female,33,0.078615763,0.062164834,0.071148144,0.031118294,0.044685905,0.057345927,0.022019922,0.01305131,0.030826673,0.058910563,0.081881313,0.108560802
female,34,0.078615763,0.062078465,0.069280355,0.031118294,0.044685905,0.057345927,0.022019922,0.013958908,0.030826673,0.058910563,0.081881313,0.109680637
female,35,0.078615763,0.062034023,0.067139885,0.031118294,0.044685905,0.057345927,0.022019922,0.014881907,0.030826673,0.058910563,0.081881313,0.110585211
female,36,0.078615763,0.062075949,0.065018289,0.031118294,0.044685905,0.057345927,0.022019922,0.015798853,0.030826673,0.058910563,0.081881313,0.1113869
female,37,0.078615763,0.062248685,0.06320712,0.031118294,0.044685905,0.057345927,0.022019922,0.016688295,0.030826673,0.058910563,0.081881313,0.112198076
female,38,0.078615763,0.062561625,0.061943359,0.031118294,0.044685905,0.057345927,0.022019922,0.017535036,0.030826673,0.058910563,0.081881313,0.113108652
female,39,0.078615763,0.062883956,0.061245701,0.038453401,0.049077878,0.051579228,0.022019922,0.018348907,0.013744021,0.032276751,0.005292938,0.114118687
female,40,0.078615763,0.063049818,0.061078267,0.038453401,0.049077878,0.051579228,0.022019922,0.019145994,0.013744021,0.032276751,0.005292938,0.115205779
female,41,0.078100958,0.062893348,0.061405179,0.038453401,0.049077878,0.051579228,0.022019922,0.019942385,0.013744021,0.032276751,0.005292938,0.116347525
female,42,0.077357249,0.062248685,0.06219056,0.038453401,0.049077878,0.051579228,0.022019922,0.020754165,0.013744021,0.032276751,0.005292938,0.117521523
female,43,0.07661354,0.06108078,0.063375052,0.038453401,0.049077878,0.051579228,0.022019922,0.021588422,0.013744021,0.032276751,0.005292938,0.118705117
female,44,0.076098735,0.059877823,0.064805388,0.038453401,0.049077878,0.051579228,0.022019922,0.022416245,0.013744021,0.032276751,0.005292938,0.119874641
female,45,0.076041738,0.059258819,0.06630482,0.038453401,0.049077878,0.051579228,0.022019922,0.023199722,0.013744021,0.032276751,0.005292938,0.121006178
female,46,0.076671454,0.059842772,0.067696601,0.038453401,0.049077878,0.051579228,0.022019922,0.023900943,0.013744021,0.032276751,0.005292938,0.122075808
female,47,0.078216787,0.062248685,0.068803984,0.038453401,0.049077878,0.051579228,0.022019922,0.024481997,0.013744021,0.032276751,0.005292938,0.123059613
female,48,0.080824259,0.066838907,0.069492721,0.038453401,0.049077878,0.051579228,0.022019922,0.024911494,0.013744021,0.032276751,0.005292938,0.123952038
female,49,0.084310869,0.072949164,0.069798552,0.038453401,0.049077878,0.051579228,0.022019922,0.025184133,0.013744021,0.032276751,0.005292938,0.124820992
female,50,0.088411231,0.079658529,0.069799716,0.038453401,0.049077878,0.051579228,0.022019922,0.025301134,0.013744021,0.032276751,0.005292938,0.125752743
female,51,0.092859962,0.086046073,0.069574453,0.038453401,0.049077878,0.051579228,0.022019922,0.025263716,0.013744021,0.032276751,0.005292938,0.126833565
female,52,0.097391679,0.091190869,0.069201002,0.038453401,0.049077878,0.051579228,0.022019922,0.0250731,0.013744021,0.032276751,0.005292938,0.128149727
female,53,0.101747112,0.094403861,0.068745721,0.038453401,0.049077878,0.051579228,0.022019922,0.024735044,0.013744021,0.032276751,0.005292938,0.12976557
female,54,0.105691461,0.095923494,0.068227443,0.038453401,0.049077878,0.051579228,0.022019922,0.024273459,0.013744021,0.032276751,0.005292938,0.131657704
female,55,0.108996036,0.096220086,0.067653123,0.038453401,0.049077878,0.051579228,0.022019922,0.023716797,0.013744021,0.032276751,0.005292938,0.133780809
female,56,0.111432152,0.095763954,0.067029713,0.038453401,0.049077878,0.051579228,0.022019922,0.023093507,0.013744021,0.032276751,0.005292938,0.136089564
female,57,0.112771122,0.095025416,0.066364167,0.038453401,0.049077878,0.051579228,0.022019922,0.02243204,0.013744021,0.032276751,0.005292938,0.138538649
female,58,0.112891461,0.094393789,0.06565924,0.038453401,0.049077878,0.051579228,0.022019922,0.021756047,0.013744021,0.032276751,0.005292938,0.14108859
female,59,0.112100495,0.09393439,0.064900899,0.038453401,0.049077878,0.051579228,0.022019922,0.021069974,0.013744021,0.032276751,0.005292938,0.143723299
female,60,0.110812752,0.093631537,0.064070913,0.038453401,0.049077878,0.051579228,0.022019922,0.020373469,0.013744021,0.032276751,0.005292938,0.146432537
female,61,0.109442761,0.093469545,0.063151052,0.038453401,0.049077878,0.051579228,0.022019922,0.019666179,0.013744021,0.032276751,0.005292938,0.149206065
female,62,0.108405049,0.093432733,0.062123085,0.038453401,0.049077878,0.051579228,0.022019922,0.018947751,0.013744021,0.032276751,0.005292938,0.152033641
female,63,0.108015625,0.093494698,0.06098015,0.038453401,0.049077878,0.051579228,0.022019922,0.018220347,0.013744021,0.032276751,0.005292938,0.154913747
female,64,0.108196415,0.09358617,0.059760859,0.038453401,0.049077878,0.051579228,0.022019922,0.017496189,0.013744021,0.032276751,0.005292938,0.157879745
female,65,0.108770827,0.093627159,0.05851519,0.038453401,0.049077878,0.051579228,0.022019922,0.016790011,0.013744021,0.032276751,0.005292938,0.160973716
female,66,0.109562268,0.093537675,0.057293125,0.038453401,0.049077878,0.051579228,0.022019922,0.01611655,0.013744021,0.032276751,0.005292938,0.164237744
female,67,0.110394144,0.09323773,0.056144642,0.038453401,0.049077878,0.051579228,0.022019922,0.015490541,0.013744021,0.032276751,0.005292938,0.167713909
female,68,0.11111558,0.092673321,0.055109321,0.038453401,0.049077878,0.051579228,0.022019922,0.014914898,0.013744021,0.032276751,0.005292938,0.171429088
female,69,0.111678563,0.091894388,0.05418514,0.038453401,0.049077878,0.051579228,0.022019922,0.014345236,0.013744021,0.032276751,0.005292938,0.175349323
female,70,0.112060799,0.090976861,0.053359676,0.038453401,0.049077878,0.051579228,0.022019922,0.013725351,0.013744021,0.032276751,0.005292938,0.17942545
female,71,0.112239992,0.089996666,0.052620506,0.038453401,0.049077878,0.051579228,0.022019922,0.012999036,0.013744021,0.032276751,0.005292938,0.183608306
female,72,0.112193848,0.089029731,0.051955208,0.038453401,0.049077878,0.051579228,0.022019922,0.012110084,0.013744021,0.032276751,0.005292938,0.187848727
female,73,0.111916277,0.088126562,0.051351645,0.038453401,0.049077878,0.051579228,0.022019922,0.011027731,0.013744021,0.032276751,0.005292938,0.192143073
female,74,0.111466011,0.087235969,0.050798818,0.038453401,0.049077878,0.051579228,0.022019922,0.00982297,0.013744021,0.032276751,0.005292938,0.196669805
female,75,0.110917989,0.086281337,0.050286018,0.038453401,0.049077878,0.051579228,0.022019922,0.008592237,0.013744021,0.032276751,0.005292938,0.201652906
female,76,0.110347148,0.085186056,0.049802531,0.038453401,0.049077878,0.051579228,0.022019922,0.007431968,0.013744021,0.032276751,0.005292938,0.207316361
female,77,0.109828428,0.083873511,0.049337646,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.213884156
female,78,0.109422159,0.082284756,0.048882305,0.038453401,0.049077878,0.051579228,0.022019922,0.005688097,0.013744021,0.032276751,0.005292938,0.221524137
female,79,0.109130241,0.080431513,0.048434066,0.038453401,0.049077878,0.051579228,0.022019922,0.005174597,0.013744021,0.032276751,0.005292938,0.23017961
female,80,0.108939971,0.078343168,0.047992139,0.038453401,0.049077878,0.051579228,0.022019922,0.004871764,0.013744021,0.032276751,0.005292938,0.239737741
female,81,0.108838641,0.07604911,0.047555735,0.038453401,0.049077878,0.051579228,0.022019922,0.004753264,0.013744021,0.032276751,0.005292938,0.250085699
female,82,0.108813546,0.073578726,0.047124065,0.038453401,0.049077878,0.051579228,0.022019922,0.004792764,0.013744021,0.032276751,0.005292938,0.26111065
female,83,0.10885198,0.070961404,0.04669634,0.038453401,0.049077878,0.051579228,0.022019922,0.00496393,0.013744021,0.032276751,0.005292938,0.272699763
female,84,0.108941237,0.068226531,0.046271771,0.038453401,0.049077878,0.051579228,0.022019922,0.00524043,0.013744021,0.032276751,0.005292938,0.284740206
female,85,0.109068612,0.065403496,0.04584957,0.038453401,0.049077878,0.051579228,0.022019922,0.00559593,0.013744021,0.032276751,0.005292938,0.297119145
